,title,price,img,post,condition
69,Incredible Turkish Hand Knotted Rug - large,265,https://images.craigslist.org/00B0B_cA1pnVGAY2S_600x450.jpg,"Stunning one of a kind 100% wool, hand knotted Turkish rug. Amazing bright colors and in excellent condition for the age

Appx. 50"" x 141""

$265 - will delete ad once sold

Check out our other items and follow us on:

Instagram - @nomad.richmond

Facebook.com/nomad.richmond",excellent
70,Corner guards,25,https://images.craigslist.org/00T0T_g4EDolrN5ta_600x450.jpg,"1925 corner guards, I’ve already taken them down, I have seven of them. Roughly 4 feet long.",
71,Bamboo display bowl - perfect fruit bowl,5,https://images.craigslist.org/00C0C_h72Oiko2lrv_600x450.jpg,"Fantastic fruit bowl in stunning red outer, plain bamboo interior. A little wider than 12 inches. $5 cash / bring exact change",
72,Plant pot trio Black - Minimalist,5,https://images.craigslist.org/00q0q_fd96VcQL9n7_600x450.jpg,"Trio of small black planters with a tray (though no drainage) that could also be used for organizing makeup brushes or dried flowers or art supplies. 
Cute and stylish. 
$5 exact cash.",excellent
73,Stainless Steel LARGE pot with two layers of steaming trays,19,https://images.craigslist.org/01111_bf7Zk69eOoD_600x450.jpg,"Very large soup/ stew / canning pot - stainless steel with glass lid.

Inside sit two different steamers, one quite deep, the other more shallow. 

You could easily make pasta in the pot while steaming veggies in the shallow one, and all sort of creative options to make multiple dinner / meal courses at once. 

This pot was $60 new, and has not been used much. 

Please bring exact cash.",
74,Aerus Lux Guardian HEPA Upright Vacuum w/ Accessories,250,https://images.craigslist.org/00g0g_cJizOTN37b3_600x450.jpg,"For sale we have an Aerus Lux Guardian HEPA Upright Vacuum w/ all accessories in great pre-owned condition and the following features/specs:

Contaminants are captured by a HEPA filter to remove 99.97% of particles as small as 0.3 microns
Power nozzle self-adjusts its height between types of carpet or hard surface floors
Low profile L-shape provides 4-sided cleaning around table and chair legs; it’s also equipped with a headlight to see under beds, furniture and around dark corners
A switch on the handle turns off the brush roll for use on hard surface flooring

$250 for everything!   ***In-store pickup ONLY***

Feel free to give us call at  show contact info
 or swing by our store GOLDEN GOAT PAWN @ 2203 Brook Rd Richmond, VA 23220
Mon-Fri 10am-6pm
Sat- 10am-2pm
Closed Sun",
75,Schlage Bath/Bedroom Privacy Locks (4),600,https://images.craigslist.org/00S0S_fGgRGkRBZoy_600x450.jpg,Schlage ND40S TLR 619 Bath/Bedroom Privacy lock (4). Selling as a set. These privacy locks retail for $290 each. I’m selling as a set (4) for $600. Never used.,
76,Simplex 5000 Cylindrical lock,200,https://images.craigslist.org/00Q0Q_bQJy9xRYDsT_600x450.jpg,"1/2in (13mm) Cylindrical latch, lever key-in lever, Schlage keyway.  Never used.",
77,Storage Containers,,https://images.craigslist.org/00303_3LuzWKHzolP_600x450.jpg,"New Year Sale !!!    
Painted 20ft Shipping Containers!! 
For Sale  Get a 20ft Painted Container for what other Co are Selling Old Rusty Containers for !! 
In Business for over 30 Years!! 
Ask me any Container Question if I Can’t Answer it Correctly $100.00 off your Container Purchase Price !!

Call Robert 757-43 5-7816


20FT Containers Container, 20 Ft Containers Conex, Shipping Containers,20FT Containers, Contactor -Owner retiing after 0  EX 120-5 with 11,965 hours, long stick, wedge bar quick change, 2 buckets, 66 smooth edge loadout with bolt-on reversible cutting edge and a 27 trenching bucket with new teeth Replaced House Rotary manifold 1hr ago, no leak machine. Clean, Strong, All Original tractor with no cracks and no paint cover-ups. Front glass with working wiper, heater, radio, AC needs a charge. Battery's replaced last August. Pretty nice EX 120 Same size as a John Deere 120 Sold the EX60 and my Dozer, Grader, Backhoe, Wheel Loader, Roller, Compactor, Skid steer already. volvo vnl 670 conventional, upper bunk, cummins isx15 engine, 450 h.p., engine brake, fro-16210c eaton fullertransmission, 40,000 lb. rear ends, 3.42 ratio, blue with tan interior, air ride suspension, dump valve, hydraulic power steering, air conditioned, aluminum fuel tank, horizontal exhaust, exterior visor, side fairings, cab extenders, quarter fenders, auxiliary power unit, air slide 5th, 215 inch wheel base, 22.5 low profile tires, aluminum disc wheels, 457k miles, clean title, 2010 freightliner cascadia 125 truck tractor, mid roof sleeper, detroit 15l i6 engine with 10 speed eaton fuller manual transmission, burgundy with grey interior, super singles , power windows and locks 806k miles, 2 120 gal aluminum fuel tanks, tandem axles 12000 lb front, 40000 lb rear,clean title,40FT Containers , 20FT Containers, 20FT, 40FT ,20Ft, Containers",
78,Hamilton Beach Brew Station UNUSED IN ORIGINAL BOX (MSRP $49.99),30,https://images.craigslist.org/00j0j_fe8rM3sm4aL_600x450.jpg,Text eight oh four - eight 1 four - thirty four eleven. Cash only.,
79,Large George Foreman Grill,12,https://images.craigslist.org/00x0x_iHVtN5p1w4W_600x450.jpg,"Like new, black George Fireman Grill with spatula and drip tray.  Large size (4 burgers).",like new
80,"84"" Grommet Suede Curtains & 2 Pillows",20,https://images.craigslist.org/00H0H_iNjO1AHYnXD_600x450.jpg,"4 panels, 84 inches long. Covers a picture window, or 2 standard windows. 

2 coordinating pillows (1 square, 1 lumber). Zippered. Filling is like new. 

All Classic, with color.  In good shape. Enjoy!",excellent
81,Decanter set,100,https://images.craigslist.org/00L0L_8BSqGvrKnFy_600x450.jpg,Mixed decanter set to up your liquor game,
82,Hardwood flooring wood floor,,https://images.craigslist.org/00m0m_hUaLNdau6DC_600x450.jpg,"I currently have some wood floors available for sale. It is Mohawk Coastal Couture 7"" x 9/16"" Engineered Oak Builder Grade Hardwood Flooring.

I have 4,000+ sq.ft available. I will sell for only $2.49/sq.ft.

Please contact me at 20 1-933-9 663

No Emails I will NOT receive them.",
83,Kwikset SmartKey Deadbolt and Knob,15,https://images.craigslist.org/00T0T_7ktRMNpEpN5_600x450.jpg,"Up for sale is Kwikset SmartKey deadbolt and doorknob combination set in polished brass for exterior doors.  Included is the hardware needed for installation, 2 keys, and the rekey tool.


Please feel free to contact me if you have any questions.",good
84,Kwikset SmartKey Deadbolt and Knob,20,https://images.craigslist.org/00202_5iULkxNkKDC_600x450.jpg,"Up for sale is Kwikset Smartkey deadbolt and doorknob combination set in polished brass for exterior doors.   The deadbolt is keyed on both sides for use on doors near windows.  Included is the hardware needed for installation, 4 keys, and the rekey tool.


Please feel free to contact me if you have any questions.",good
85,High Security Titan Deadbolt and Door Knob comb Set,25,https://images.craigslist.org/00y0y_4ZS4rk54Hjc_600x450.jpg,"For sale is a Kwikset Titan deadbolt and doorknob combination set in polished brass for exterior doors.  Included is all the hardware needed for installation and 6 keys - 3 standard keys and 3 control keys.  The Control keys allow you to remove the lock cylinder from the lock without taking it off the door for maintenance and re-keying.  The locks have been repinned with security pins to increase their security and pick resistance.

Please feel free to contact me if you have any questions.",good
86,Caprice by Joe Sambataro,140,https://images.craigslist.org/01313_gymVLe7Iw5U_600x450.jpg,"Vintage framed reproduction of Caprice. The original painting is part of a series that the artist did while traveling in the Tuscany region of Italy. 54"" x 42"" and painted on a wooden panel. This textured print also features a sturdy gold frame, another wooden panel to back it, and 2 heavy duty triangle shaped ring hangers.",good
87,Artwork,13,https://images.craigslist.org/01717_aLALLGW7qXs_600x450.jpg,"Brand new artwork - only $12.50 each!

The Richmond Habitat ReStore is located at 1901 Roane Street in the City of Richmond.  All proceeds help Richmond Metropolitan Habitat for Humanity build safe, affordable homes for local families and individuals.  The ReStore is open Monday through Saturday, 9AM to 5:30PM.",new
88,Picture Frames - SIZES & PRICES VARY,1,https://images.craigslist.org/00303_1iYKc2xHftC_600x450.jpg,"Picture Frames - SIZES & PRICES VARY.
Come by the shop to see more!

Paul's Place Antiques & Architectural Salvage.
We are located at 1009 Overbrook Road, Richmond, VA 23220.
We are open Fridays & Saturdays from 10 am to 5 pm and Sundays from 12 - 5 pm.  show contact info
.",fair
89,Window Weights,8,https://images.craigslist.org/00b0b_4IRfLx8m7h4_600x450.jpg,"Window Weights, various sizes available, $8 each.

Find this and much more at Paul's Place... DOORS, WINDOWS, TUBS, SINKS, LUMBER, ARCHITECTURAL SALVAGE, ANTIQUE LIGHTING, COLLECTIBLES... AND LIGHTING RESTORATION!

OPEN FRI & SAT 10am - 5pm & SUN 12 - 5pm
1009 Overbrook Road
Richmond, VA 23220
804-228-999nine 
www.paulsplaceonline.com",salvage
90,Asphalt Pavers - like Monument Avenue,2,https://images.craigslist.org/00i0i_d4wdMX0G0wy_600x450.jpg,"Large heavy Asphalt pavers in great condition.
5,000+ available, enough for a complete driveway or large patio!
Pavers match the ones used on historic Monument Avenue in Richmond, Virginia.

Measurements: 6""W x 12""L x 3"" H
Weighs roughly 21 lbs. each

$2.00 per paver
Discount if bought in bulks over 100 pavers ($1.75 per paver).
Even BIGGER discount if bought in bulks over 500 ($1.00 per paver).

*Samples are available at our Overbrook Road shop location, but full inventory is at our second salvage yard location which is available to see by appointment only. Please call for details!*


Find this and much more at Paul's Place... DOORS, WINDOWS, TUBS, SINKS, LUMBER, ARCHITECTURAL SALVAGE, ANTIQUE LIGHTING, COLLECTIBLES... and Lighting Restoration!

OPEN FRI & SAT 10am - 5pm & SUN 12 - 5pm
1009 Overbrook Road
Richmond, VA 23220
804-228-999nine 
www.paulsplaceonline.com",good
91,"15-pc Sango ""Debutante"" China Set",100,https://images.craigslist.org/00V0V_j6W7Dq2hAOu_600x450.jpg,"We have a couple of pieces of the Sango ""Debutante"" China Set including:

 8 Bread & Butter Plates (6-5/8"" W)
 2  Footed Teacup and Saucer Sets (3"" H)
 1 Teapot (7-3/4"" H)-- 5 Cup
 1 Sugar Bowl & Lid (3-1/4"" H)
 1 Creamer (4""H )

Whole Set Weighs-- 8.2 lbs

Made in Japan. Hand-Wash 

Find this and Much More at Paul's Place... DOORS, WINDOWS, TUBS, SINKS, LUMBER, ARCHITECTURAL SALVAGE, ANTIQUE LIGHTING, COLLECTIBLES, ETC... and Lighting Restoration too!

Paul's Place Antiques
Open: Fri and Sat 10-5, Sun 12-5 

1009 Overbrook Road
Richmond, VA 23220
804-228-999nine
www.paulsplaceonline.com",good
92,"Rooster Spice Racks, 2 Available",25,https://images.craigslist.org/00k0k_5L7ldZ5JiDQ_600x450.jpg,"Rooster Spice Racks, 2 Available. $25 each. DETAILS BELOW.

1. Wooden hand painted 6 spice rack (Salt, Pepper, Paprika, Cinnamon, Cloves, and Nutmeg). Missing 3 of 6 plugs on bottom of shakers. Measures 7"" Wide X 9 - 3/4"" High X 1 - 1/4"" Deep. $25

2. Ceramic hand painted 4 spice rack (Salt, Pepper, Allspice, and Paprika). Spice labels are hardly visible. Holes for hanging are ripped. Measures 10"" Wide X 5"" High X 2"" Deep. $25


Find this and Much More at Paul's Place... DOORS, WINDOWS, TUBS, SINKS, LUMBER, ARCHITECTURAL SALVAGE, ANTIQUE LIGHTING, COLLECTIBLES... and Lighting Restoration!

We are open from Fri- Sat 10-5 and Sun 12-5 
Paul's Place Antiques
1009 Overbrook Road
Richmond, VA 23220
804-228-999nine
www.paulsplaceonline.com","

more ads  by this user        
"
93,Jack Sparrow Pirate-Themed Lamp by Hampton Bay,50,https://images.craigslist.org/00101_lVNYnNPATUY_600x450.jpg,"Jack Sparrow Pirate-Themed Lamp by Hampton Bay, shade included, $50.
Lamp measures 8"" L x 8"" W x 15-1/2"" H (base to top of harp/shade).
In excellent working condition, no flaws in lamp or shade.
Box not included.

Find this and Much More at Paul's Place... DOORS, WINDOWS, TUBS, SINKS, LUMBER, ARCHITECTURAL SALVAGE, ANTIQUE LIGHTING, COLLECTIBLES, ETC... and Lighting Restoration too!

Paul's Place Antiques
1009 Overbrook Road
Richmond, VA 23220
804-228-999nine
www.paulsplaceonline.com
Open: Fri & Sat 10-5, Sun 12-5",new
94,Heart Pine Wainscoting,1,https://images.craigslist.org/01616_74APubeYgeZ_600x450.jpg,"Heart Pine Wainscoting, $1 per linear foot.

Tongue and Groove connections. A couple of styles available (such as 1 ridge, 3 ridge, etc...)
Measures 2 - 3/4"" wide by 1/2"" thick with varying lengths.

***This item is at our second salvage yard location which requires an appointment. Please call for availability! And please be prepared to load and haul your own items. 804-228-999nine.

Find this and much more at Paul's Place... DOORS, WINDOWS, TUBS, SINKS, LUMBER, ARCHITECTURAL SALVAGE, ANTIQUE LIGHTING, COLLECTIBLES... and Lighting Restoration!

OPEN FRI & SAT 10am - 5pm & SUN 12 - 5pm
1009 Overbrook Road
Richmond, VA 23220
804-228-999nine 
www.paulsplaceonline.com",salvage
95,"Antique Cast Iron ""Snow birds"" or Snow Guards",18,https://images.craigslist.org/00B0B_g6kiLbWj3ra_600x450.jpg,"Antique Cast Iron ""Snow birds"" or snow guards, designed to hold back snow and ice on slate roofing. Guard reads ""S & S MFG. CO. Slatington, PA"" across the top, ""PAT OCT 23 1906"" down center-middle, and ""S S"" on the middle-sides. 5 pair available, $18/pair.

Mounting bracket measures 11"" L x 1 - 1/2"" W.
Guard measures 5 - 3/4"" W x 4 - 1/2"" H.

Find this and Much More at Paul's Place... DOORS, WINDOWS, TUBS, SINKS, LUMBER, ARCHITECTURAL SALVAGE, ANTIQUE LIGHTING, COLLECTIBLES... and Lighting Restoration!

OPEN FRI & SAT 10-5PM AND SUN 12-5PM
1009 Overbrook Road
Richmond, VA 23220
804-228-999nine 
www.paulsplaceonline.com",salvage
96,Glass Door Knob Hooks,26,https://images.craigslist.org/00T0T_7bx9ytcdVq3_600x450.jpg,"Glass Door Knob Hooks, 3 available, $26 each.

Small glass doorknob on ornate iron hardware with beautiful blue green patina. Hole in back for hanging. Fixture measures 7 - 1/2"" L x 2 - 1/2"" W and weighs 1 lb. Would be perfect for hanging towels, purses, or jackets!

Find this and much more at Paul's Place... DOORS, WINDOWS, TUBS, SINKS, LUMBER, ARCHITECTURAL SALVAGE, ANTIQUE LIGHTING, COLLECTIBLES... AND LIGHTING RESTORATION!

OPEN FRI & SAT 10am - 5pm, and SUN 12 - 5pm
1009 Overbrook Road
Richmond, VA 23220
804-228-999nine 
www.paulsplaceonline.com",like new
